sold_on,price,address,bedrooms,bathrooms,parking space,land size,property type1property type2,agency,agent
29 Nov 2019,"$540,500","26 Fortescue Boulevard, Manor Lakes",4,2,2,523,House,hockingstuart - Werribee,N/A
18 Nov 2019,Contact agent,"38 Honeycomb Avenue, Manor Lakes",5,2,2,512,House,LJ Hooker Property Point,N/A
18 Nov 2019,Contact agent,"Address available upon Request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
13 Nov 2019,"$440,000","13 Holloway Street, Manor Lakes",3,2,1,320,House,Harcourts - Point Cook,N/A
12 Nov 2019,"$630,000","14 Uralla Street, Manor Lakes",4,2,6,678,House,YPA Wyndham City - WERRIBEE,N/A
11 Nov 2019,"$525,000","14 Clematis Crescent, Manor Lakes",3,2,2,481,House,Reliance Werribee - WERRIBEE,N/A
05 Nov 2019,Contact agent,"15416 Buttermint Crescent, Lolliepop Hill, Manor Lakes",4,4,2,400,House,N/A,N/A
23 Oct 2019,Contact agent,"36 Bregman Esplanade, Manor Lakes",4,2,2,511,House,LJ Hooker Property Point,N/A
11 Oct 2019,Contact agent,"Address Available Upon Request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
10 Oct 2019,"$578,000","64 Eppalock Drive, Manor Lakes",4,2,2,514,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
30 Sep 2019,Contact agent,"10 Brockwell Crescent, Manor Lakes",3,2,2,N/A,House,LJ Hooker Property Point,N/A
18 Sep 2019,"$620,000","26 Eureka Drive, Manor Lakes",4,2,4,N/A,House,James Ferris Property - Werribee,N/A
04 Sep 2019,"$530,000","3 Amaretto Circuit, Manor Lakes",4,2,2,N/A,House,Little Real Estate                                                                                  ,N/A
23 Aug 2019,"$535,000","11 Canons Crescent, Manor Lakes",4,2,2,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
14 Aug 2019,"$519,999","10 Boga Place, Manor Lakes",3,2,2,525,House,hockingstuart - Werribee,N/A
13 Aug 2019,"$622,500","18 Omeo Terrace, Manor Lakes",5,2,2,547,House,Ray White Point Cook - POINT COOK,N/A
07 Aug 2019,"$490,000","24 Brittle Street, Manor Lakes",4,2,2,400,House,Benlor Real Estate - GEELONG WEST,N/A
05 Aug 2019,"$380,000","5 Lambertia Crescent, Manor Lakes",3,2,1,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
02 Aug 2019,"$500,000","34 Bregman Esplanade, Manor Lakes",4,2,2,481,House,Envision Real Estate Vic,N/A
19 Jul 2019,"$540,000","10 Brittle Street, Manor Lakes",4,2,2,N/A,House,Little Real Estate - HAWTHORN,N/A
16 Jul 2019,"$490,000","14 Brumby Street, Manor Lakes",4,2,2,400,House,Little Real Estate                                                                                  ,N/A
03 Jul 2019,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
29 Jun 2019,"$530,000","14 Loganberry Road, Manor Lakes",4,2,2,400,House,Fletchers Wyndham - POINT COOK,N/A
27 Jun 2019,"$600,000","1 Jardine St, Manor Lakes",4,2,2,710,House,N/A,N/A
24 Jun 2019,Contact agent,"12 Loganberry Road, Manor Lakes",4,2,2,448,House,Ray White - Tarneit,N/A
20 May 2019,"$490,000","7 Tangerine Road, Manor Lakes",4,2,2,507,House,Ray White - St Albans,N/A
11 May 2019,"$395,000","14 Landmark Crescent, Manor Lakes",3,2,1,N/A,House,Ray White - Werribee,N/A
07 May 2019,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
06 May 2019,"$522,000","15 Spearmint Boulevard, Manor Lakes",3,2,2,449,House,Hodges - Werribee,N/A
26 Apr 2019,"$290,000","15 Honeyblossom Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Raine & Horne Point Cook - Williams Landing,N/A
19 Apr 2019,"$420,000","6 Firecrest Road, Manor Lakes",3,2,1,320,House,Ray White - Werribee,N/A
09 Apr 2019,"$463,000","7 Hoddle Link, Manor Lakes",3,2,2,400,House,Wyndham Real Estate - WYNDHAM VALE,N/A
06 Apr 2019,"$566,000","37 Mayesbrook Road, Manor Lakes",4,2,2,508,House,Ray White - Werribee,N/A
01 Apr 2019,"$590,000","46 Hindmarsh Drive, Manor Lakes",4,2,2,565,House,Ray White - Werribee,N/A
15 Mar 2019,"$300,000","28  Edwin Close, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,New Aumeca Group - DOCKLANDS,N/A
06 Mar 2019,"$500,000","20 EDENVALE STREET, Manor Lakes",4,2,2,448,House,Raine and Horne - Footscray,N/A
04 Mar 2019,"$470,000","52 Yellow Gum Way, Manor Lakes",4,2,2,400,House,hockingstuart - Werribee,N/A
28 Feb 2019,"$617,001","42 Pedder Street, Manor Lakes",4,2,2,544,House,Envision Real Estate Vic,N/A
25 Feb 2019,"$497,000","30 Pastille Road, Manor Lakes",4,2,2,422,House,Prime Place Property - SPRINGFIELD LAKES,N/A
22 Feb 2019,"$500,000","177 Manor Lakes Blvd, Manor Lakes",4,2,2,509,House,Benlor Real Estate - GEELONG WEST,N/A
03 Jan 2019,Contact agent,"6 Nutmeg Parade, Manor Lakes",4,2,2,N/A,House,N/A,N/A
19 Dec 2018,"$565,000","9 Bindarri Road, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
30 Nov 2018,"$510,000","1 Barmah Street, Manor Lakes",3,2,3,508,House,Raine & Horne Point Cook - Williams Landing,N/A
25 Nov 2018,"$526,000","4 Yarrambat St, Manor Lakes",4,2,2,448,House,CENTURY 21 PARAMOUNT REALTORS  CS - CAROLINE SPRINGS,N/A
20 Nov 2018,"$572,000","41 Finsbury Crescent, Manor Lakes",3,2,2,512,House,Wyndham Real Estate - WYNDHAM VALE,N/A
07 Nov 2018,Contact agent,"1226 Ison Road, Manor Lakes",3,2,2,508,House,N/A,N/A
24 Sep 2018,"$520,000","28 Condamine Avenue, Manor Lakes",4,2,2,512,House,Envision Real Estate Vic,N/A
24 Sep 2018,"$280,000","12 Loganberry Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
15 Sep 2018,Contact agent,"23 Bertie Street, Manor Lakes",4,2,2,448,House,N/A,N/A
13 Sep 2018,Contact agent,"23 Holloway Street, Manor Lakes",4,2,2,400,House,Wyndham Real Estate - WYNDHAM VALE,N/A
05 Sep 2018,Contact agent,"3 Darling Place, Manor Lakes",4,2,1,448,House,Wyndham Real Estate - WYNDHAM VALE,N/A
27 Aug 2018,Contact agent,"11 Maclarens Close, Manor Lakes",4,2,2,503,House,Wyndham Real Estate - WYNDHAM VALE,N/A
21 Aug 2018,"$625,000","3 Grovedale Way, Manor Lakes",4,2,2,512,House,Benlor Real Estate - GEELONG WEST,N/A
21 Aug 2018,"$580,000","12 Spearmint Boulevard, Manor Lakes",4,2,2,455,House,N/A,N/A
16 Aug 2018,"$600,000","95 Manor Lakes Boulevard, Manor Lakes",4,2,2,576,House,Augment Real Estate - BALLARAT,N/A
10 Aug 2018,"$529,000","44 Bregman Esplanade, Manor Lakes",4,2,2,N/A,House,Envision Real Estate Vic,N/A
19 Jul 2018,"$610,000","38 Eureka Drive, Manor Lakes",3,2,2,512,House,JR Property Group   - MOUNT WAVERLEY,N/A
16 Jul 2018,"$570,000","82 Spearmint Boulevard, Manor Lakes",4,2,2,448,House,RE/MAX ACPA - POINT COOK,N/A
16 Jul 2018,Contact agent,"56 Weavers St, Manor Lakes",4,2,2,N/A,House,N/A,N/A
25 Jun 2018,Contact agent,"31 Kinglake Drive, Manor Lakes",3,2,2,N/A,House,Guardian Property & Asset Management - Melbourne,N/A
15 Jun 2018,"$472,000","100 Kinglake Drive, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
13 Jun 2018,Contact agent,"5 Hawkstone Road, Manor Lakes",3,2,1,320,House,Wyndham Real Estate - WYNDHAM VALE,N/A
06 Jun 2018,Contact agent,"115 Madeira Street, Manor Lakes",N/A,2,2,400,House,N/A,N/A
26 May 2018,"$467,500","20 Bow Crescent, Manor Lakes",3,2,1,N/A,House,Benlor Real Estate - GEELONG WEST,N/A
11 Apr 2018,"$510,000","5 Hoddle Link, Manor Lakes",3,2,2,N/A,House,First National Lakra - POINT COOK,N/A
07 Apr 2018,Contact agent,"Lot 150021 Honeycomb Avenue, Manor Lakes",4,2,2,481,House,N/A,N/A
27 Feb 2018,"$595,500","23 Goodenia Avenue, Manor Lakes",4,2,2,448,House,Benlor Real Estate - GEELONG WEST,N/A
19 Feb 2018,"$320,000","27 Praline Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
14 Feb 2018,"$230,000","21 Bush Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
07 Feb 2018,"$529,000","204 Manor Lakes Boulevard, Manor Lakes",4,2,2,548,House,Benlor Real Estate - GEELONG WEST,N/A
31 Jan 2018,"$511,000","28 Silvergum Street, Manor Lakes",3,2,2,N/A,House,LJ Hooker Property Point,N/A
25 Jan 2018,"$510,000","42 Bregman Esplanade, Manor Lakes",4,2,2,448,House,Benlor Real Estate - GEELONG WEST,N/A
03 Jan 2018,Contact agent,"30 Hindmarsh Drive, Manor Lakes",3,2,2,326,House,Wyndham Real Estate - WYNDHAM VALE,N/A
18 Dec 2017,"$530,000","27 Spearmint Boulevard, Manor Lakes",4,2,2,447,House,Reliance Werribee - WERRIBEE,N/A
16 Dec 2017,Contact agent,"40 Firecrest Road, Manor Lakes",4,2,2,400,House,Benlor Real Estate - GEELONG WEST,N/A
02 Dec 2017,"$450,000","24 Uralla Street, Manor Lakes",3,2,1,327,House,Reliance Werribee - WERRIBEE,N/A
13 Nov 2017,"$625,500","50 Eureka Drive, Manor Lakes",4,2,2,N/A,House,LJ Hooker Property Point,N/A
07 Nov 2017,"$482,000","39 Pierbrook Avenue, Manor Lakes",3,2,2,400,House,N/A,N/A
07 Nov 2017,"$275,500","1229 Ison Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
31 Oct 2017,Contact agent,"60 Weavers Street, Manor Lakes",3,2,1,320,House,Wyndham Real Estate - WYNDHAM VALE,N/A
30 Oct 2017,"$533,000","17 Weavers Street, Manor Lakes",4,2,2,512,House,Reliance Real Estate  - Point Cook,N/A
27 Oct 2017,Contact agent,"30 Bregman Esplanade, Manor Lakes",4,2,2,503,House,N/A,N/A
23 Oct 2017,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
17 Oct 2017,Contact agent,"Lot 15103, Cherrywood Avenue, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
06 Oct 2017,"$560,000","55 HOLYOAKE PARADE, Manor Lakes",4,2,2,N/A,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
26 Sep 2017,"$490,000","9 Edwin Close, Manor Lakes",4,2,2,395,House,N/A,N/A
17 Aug 2017,"$479,000","42 Mayesbrook Road, Manor Lakes",3,2,2,448,House,PSP Property Group - MELBOURNE,N/A
10 Aug 2017,"$534,000","170 Eureka Drive, Manor Lakes",4,2,2,N/A,House,N/A,N/A
08 Aug 2017,"$362,500","7 Peppermint Crescent, Manor Lakes",3,1,1,384,House,Ray White Point Cook - POINT COOK,N/A
16 Jun 2017,"$480,000","3 Gembrook Street, Manor Lakes",4,2,2,452,House,P Di Natale Real Estate - Footscray,N/A
23 May 2017,"$618,000","4 Eucumbene Road, Manor Lakes",5,2,3,641,House,Envision Real Estate Vic,N/A
07 Jan 2017,"$510,000","11 Finsbury Crescent, Manor Lakes",4,2,2,N/A,House,LJ Hooker Property Point,N/A
04 Nov 2016,"$420,000","3 Mackay Road, Manor Lakes",3,2,2,512,House,First National Westwood - Werribee,N/A
12 Aug 2015,"$410,000","20 Holloway Street, Manor Lakes",3,2,2,N/A,House,First National Westwood - Werribee,N/A
15 Jul 2013,"$337,000","15 Yarraman Road, Manor Lakes",4,2,2,N/A,House,N/A,N/A
31 Jul 2008,"$260,000","3 Mackay Road, Manor Lakes",3,2,2,512,House,N/A,N/A
House,Contact agent,"9 Minindee Road, Manor Lakes",3,2,2,448,House,N/A,N/A
25 Jan 2024,"$550,000","7 Sawley Grove, Wyndham Vale",4,2,4,724,House,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
24 Jan 2024,"$750,000","79 Lancefield Circuit, Eynesbury",4,2,2,N/A,House,Ray White - Melton,Martin Mintoff
24 Jan 2024,"$720,000","27 Latimer Street, Wyndham Vale",4,2,2,550,House,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
24 Jan 2024,"$562,500","18 Feathertop Drive, Wyndham Vale",3,2,3,557,House,First National Westwood - Werribee,Dana-Jean Charles
22 Jan 2024,"$642,500","107 Haines Drive, Wyndham Vale",4,2,2,442,House,Ray White - Werribee,Logan Edwards
22 Jan 2024,"$533,000","5 Woorite Place, Wyndham Vale",3,1,4,535,House,Ray White - Werribee,Robert Krnjeta
22 Jan 2024,"$515,000","8 Carrington Close, Wyndham Vale",3,1,2,536,House,Ray White - Werribee,Jarrod Loughli
22 Jan 2024,"$510,000","10 Copal Street, Mambourin",3,2,2,231,House,Ray White - Werribee,Robert Krnjeta
20 Jan 2024,"$701,000","31 Kurung Drive, Wyndham Vale",3,3,2,N/A,House,Engage Real Estate - WILLIAMS LANDING,Love Wadhwa
18 Jan 2024,"$685,000","15 Eliza Grove, Wyndham Vale",4,2,3,595,House,YPA Wyndham City - WERRIBEE,James Antonio
18 Jan 2024,"$420,000","9 Vessey Walk, Wyndham Vale",3,2,2,N/A,House,Ray White - Werribee,lex Krnjeta
18 Jan 2024,"$335,000","1/40 Honour Avenue, Wyndham Vale",N/A,N/A,N/A,N/A,Unit,Ray White - Werribee,lex Krnjeta
16 Jan 2024,"$745,000","22 Kakadu Drive, Wyndham Vale",4,2,2,448,House,Biggin & Scott -  North,Gigs Oberoi
16 Jan 2024,"$705,000","9 Sherbrook Drive, Mambourin",4,2,2,414,House,Good News Real Estate - WYNDHAM CITY,Garry Deol
15 Jan 2024,"$780,000","674 Eynesbury Road, Eynesbury",4,2,5,701,House,First National Melton - MELTON,Jade Carberry
15 Jan 2024,"$590,000","13 Ferry Close, Wyndham Vale",4,2,2,613,House,Hodges - Werribee,Tony Vercher
13 Jan 2024,"$540,000","38 Woolspinner Crescent, Wyndham Vale",3,2,2,263,House,Elders Wyndham City - WERRIBEE,Gary Joshi
11 Jan 2024,"$632,000","9 Vivero Road, Wyndham Vale",4,2,2,357,House,Bal Real Estate - TRUGANINA,Sharath Rao
11 Jan 2024,"$490,000","10 Webb Street, Mambourin",3,2,2,294,House,Bloom Estate Agents - TRUGANINA,Harry Koli
10 Jan 2024,"$683,000","21 Perceval Place, Mambourin",4,2,2,448,House,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
10 Jan 2024,"$650,000","46 Lancefield Circuit, Eynesbury",3,2,2,546,House,hockingstuart - MELTON,Damien Spiteri
10 Jan 2024,"$610,000","6 Palmdale Crescent, Mambourin",4,2,2,317,House,Super Key Real Estate - TARNEIT,Saai Krishna
08 Jan 2024,"$850,000","7 Student Court, Mambourin",4,2,2,738,House,Reliance Real Estate - Tarneit,Mohit Ahuja
08 Jan 2024,"$505,000","32 Ellimatta Road, Mambourin",3,2,2,N/A,House,Hoyee Property Group,Gavin Liu
06 Jan 2024,"$753,777","24 Tillbrook Drive, Wyndham Vale",4,3,2,590,House,Okas Property Group - DERRIMUT,Vish Safi
05 Jan 2024,"$500,000","2 Greenhill Crescent, Wyndham Vale",4,1,1,687,House,First National Westwood - Werribee,Ryan Wallac
03 Jan 2024,"$690,000","34 Bendigo Drive, Eynesbury",4,2,2,560,House,Local Expertz Realty - Melton/Caroline Springs,Sarai Hasti
02 Jan 2024,"$470,000","38 Honour Avenue, Wyndham Vale",3,1,1,578,House,OBrien Real Estate - Werribee,Trish Farquer
01 Jan 2024,"$625,000","266 Black Forest Road, Wyndham Vale",4,2,3,582,House,Ray White Point Cook - POINT COOK,mar Thakkar
27 Dec 2023,"$660,000","37 Haines Drive, Wyndham Vale",4,2,2,501,House,Ray White - Werribee,lex Krnjeta
27 Dec 2023,"$435,000","61 Greens Road, Wyndham Vale",3,1,1,551,House,Professionals Triwest Real Estate - Werribee,Paul Nusk
23 Dec 2023,"$530,000","6 Parawong Parade, Wyndham Vale",3,2,2,425,House,Reliance Werribee - WERRIBEE,Vik Monga
22 Dec 2023,"$630,000","102 Millbrook Drive, Wyndham Vale",4,2,2,N/A,House,Reliance Real Estate - Melton,Sidd Chaudhry
21 Dec 2023,"$571,250","435 McGrath Road, Wyndham Vale",4,2,1,256,House,YPA Wyndham City - WERRIBEE,Mitch Smi
20 Dec 2023,"$780,000","29 Lancefield Circuit, Eynesbury",4,2,2,560,House,Ray White - Melton,Martin Mintoff
20 Dec 2023,"$772,500","13 Cubbyhouse Road, Wyndham Vale",5,2,2,581,House,Local Expertz Realty - Melton/Caroline Springs,bbas Nayani
20 Dec 2023,"$475,000","135 Callaway Street, Mambourin",4,2,2,N/A,Townhouse,Barry Plant Real Estate - Tarneit,Rick O'Hallora
19 Dec 2023,"$635,000","28 Langdon Drive, Wyndham Vale",4,2,2,N/A,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
19 Dec 2023,"$600,000","13 Wentworth Avenue, Wyndham Vale",4,2,1,413,House,Ray White - Werribee,Robert Krnjeta
18 Dec 2023,"$630,000","65 Millbrook Drive, Wyndham Vale",3,2,2,400,House,McGrath Estate Agents - WERRIBEE,Taney Jai
18 Dec 2023,"$548,000","17 GENERATION CRESCENT, Mambourin",4,3,1,N/A,House,The Eleet - Wyndham City,li Hashmi
16 Dec 2023,"$480,000","25 Millewa Way, Wyndham Vale",3,1,4,535,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
15 Dec 2023,"$655,000","32 Amesbury Avenue, Wyndham Vale",4,2,2,647,House,YPA Wyndham City - WERRIBEE,James Christou
14 Dec 2023,"$627,000","39  Stream Road, Wyndham Vale",4,2,2,N/A,House,McGrath Estate Agents - WERRIBEE,Taney Jai
13 Dec 2023,"$510,000","52 Principal Drive, Wyndham Vale",3,2,1,N/A,House,Barry Plant - Werribee,Reece Beckley
12 Dec 2023,"$520,000","9 Cortland Street, Wyndham Vale",3,2,2,333,House,THE ELEET  - CAROLINE SPRINGS,Suraj Vatsya
11 Dec 2023,"$575,000","3 Bromley Street, Wyndham Vale",3,1,2,495,House,Ray White - Werribee,lex Krnjeta
10 Dec 2023,"$640,000","25 Masters Crescent, Mambourin",4,2,2,N/A,House,Ray White - Werribee,Robert Krnjeta
09 Dec 2023,"$460,000","4 Topaz Avenue, Wyndham Vale",3,1,4,550,House,hockingstuart - Werribee,Eric Bartz
08 Dec 2023,"$711,000","15  Sleet Avenue, Wyndham Vale",4,2,2,455,House,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
08 Dec 2023,"$445,000","6 Woolwich Walk, Wyndham Vale",3,2,2,N/A,House,VICPROP - POINT COOK & WILLIAMS LANDING,Kevin Su
05 Dec 2023,"$575,000","23 Matheson Avenue, Wyndham Vale",4,2,2,N/A,House,The Eleet - Wyndham City,Sachin Khera
05 Dec 2023,"$60,000","41 Gala Avenue, Wyndham Vale",4,2,2,400,House,Area Specialist  - Wyndham City,Jake Wa
04 Dec 2023,"$658,000","1 Tasman Place, Wyndham Vale",4,2,2,617,House,Biggin & Scott - Wyndham City,Isha Batra
04 Dec 2023,"$450,000","3/12 Chapman Drive, Wyndham Vale",3,2,1,N/A,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,Rahul Assudani
02 Dec 2023,"$631,000","13 Cashmere Court, Wyndham Vale",4,2,3,598,House,Ray White - Werribee,Mitch Bourchier
01 Dec 2023,"$455,000","180 McGrath Road, Wyndham Vale",4,1,2,561,House,First National Westwood - Werribee,drew Cruickshank
30 Nov 2023,"$790,000","27 Benalla Avenue, Eynesbury",4,2,2,N/A,House,hockingstuart - MELTON,Damien Spiteri
28 Nov 2023,"$721,116","14 Narmara Mews, Wyndham Vale",4,2,2,578,House,Ray White - Werribee,Robert Krnjeta
28 Nov 2023,"$577,250","112 Welcome Parade, Wyndham Vale",3,2,2,332,House,McGrath Estate Agents - WERRIBEE,Taney Jai
28 Nov 2023,"$510,000","55 Brougham Avenue, Wyndham Vale",3,1,2,609,House,OBrien Real Estate - Werribee,Trish Farquer
27 Nov 2023,"$615,000","17 Valewood Drive, Wyndham Vale",4,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,Milan Neota
27 Nov 2023,"$541,000","5 Wilton Close, Wyndham Vale",4,1,6,584,House,Professionals Triwest Real Estate - Werribee,Paul Nusk
27 Nov 2023,"$495,000","31 Arnhem Road, Wyndham Vale",3,2,2,328,House,Ray White - Werribee,lex Krnjeta
27 Nov 2023,"$420,000","11 Dalston Path, Wyndham Vale",3,2,2,221,House,OBrien Real Estate - Werribee,Rohan Smith
25 Nov 2023,"$645,000","28 Amesbury Avenue, Wyndham Vale",4,2,2,593,House,Area Specialist  - Wyndham City,Harry Singh
24 Nov 2023,"$730,000","9 Boolite Street, Eynesbury",4,2,2,510,House,Ray White - Melton,Martin Mintoff
24 Nov 2023,"$632,000","94 Chapman Drive, Wyndham Vale",4,2,2,501,House,McGrath Estate Agents - WERRIBEE,Taney Jai
23 Nov 2023,"$580,000","411  McGrath Road, Wyndham Vale",4,2,2,507,House,OBrien Real Estate - Werribee,Lynne Steinhauer
22 Nov 2023,"$640,000","10 Inglewood Avenue, Eynesbury",4,2,2,591,House,Woodards - Sunbury,Matthew Maki
22 Nov 2023,"$640,000","32 Yang Road, Mambourin",4,2,2,443,House,Ray White - Werribee,Jarrod Loughli
21 Nov 2023,"$682,000","61 Charlotte Crescent, Wyndham Vale",4,2,2,576,House,Ray White - Werribee,Robert Krnjeta
21 Nov 2023,"$565,000","18 Amber Place, Wyndham Vale",3,1,2,437,House,hockingstuart - Werribee,Samantha McCarthy
20 Nov 2023,"$562,000","12 Phillip Drive, Wyndham Vale",3,2,2,422,House,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
20 Nov 2023,"$500,000","27 North Gateway, Wyndham Vale",3,2,1,566,House,First National Westwood - Werribee,Mikhail Teklu
19 Nov 2023,"$440,000","11 Herne Path, Wyndham Vale",3,2,2,N/A,House,Ray White - Werribee,Jarrod Loughli
17 Nov 2023,"$670,000","22 Hirata Boulevard, Wyndham Vale",4,2,2,350,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
16 Nov 2023,"$560,000","36 Pillar Road, Wyndham Vale",4,2,2,398,House,McGrath Estate Agents - WERRIBEE,Taney Jai
16 Nov 2023,"$500,000","23 Gentzen Drive, Wyndham Vale",3,1,2,530,House,Ray White - Werribee,Jarrod Loughli
15 Nov 2023,"$477,500","28 Valewood Drive, Wyndham Vale",3,1,2,585,House,Hodges - Werribee,Tony Vercher
14 Nov 2023,"$735,000","58 Boxer Drive, Wyndham Vale",4,3,2,451,House,Reliance Manor Lakes - WYNDHAM VALE,Milan Neota
14 Nov 2023,"$620,000","27 Principal Drive, Wyndham Vale",4,2,2,448,House,Family Realtors,Navii Sarai
13 Nov 2023,"$730,000","27 Cullen Drive, Wyndham Vale",4,2,2,594,House,YPA Wyndham City - WERRIBEE,James Christou
13 Nov 2023,"$730,000","11 Ologhlen Drive, Wyndham Vale",4,2,5,608,House,First National Westwood - Werribee,drew Cruickshank
13 Nov 2023,"$620,000","35 FRITELLI CIRCUIT, Wyndham Vale",4,2,2,N/A,House,The Eleet - Wyndham City,li Hashmi
10 Nov 2023,"$805,000","4 Principal Drive, Wyndham Vale",4,3,2,448,House,Elders Wyndham City - WERRIBEE,Mandeep Tyagi
10 Nov 2023,"$571,111","212 McGrath Road, Wyndham Vale",4,2,2,N/A,House,Reliance Werribee - WERRIBEE,Vik Monga
09 Nov 2023,"$755,000","13 Corak Street, Eynesbury",4,2,2,578,House,Local Expertz Realty - Melton/Caroline Springs,Sarai Hasti
09 Nov 2023,"$665,000","9 Ervine Drive, Wyndham Vale",4,2,2,350,House,Ray White - Werribee,lex Krnjeta
08 Nov 2023,"$527,000","8 Rosedale Place, Wyndham Vale",3,1,2,500,House,YPA Wyndham City - WERRIBEE,James Antonio
06 Nov 2023,"$750,000","16 Inglewood Avenue, Eynesbury",5,2,2,576,House,First National Melton - MELTON,Jade Carberry
04 Nov 2023,"$771,000","7 Pride Grove, Wyndham Vale",4,2,2,652,House,Ray White - Truganina,Jagjit Singh
04 Nov 2023,"$600,000","115 Haines Drive, Wyndham Vale",3,2,2,425,House,Ray White - Werribee,Logan Edwards
03 Nov 2023,"$670,000","56 Communal road, Wyndham Vale",4,2,2,N/A,House,Alliance Estate Agents Wyndham,Simon Dangol
03 Nov 2023,"$650,000","2 Chelsea Close, Wyndham Vale",3,2,4,600,House,OBrien Real Estate - Werribee,Lynne Steinhauer
03 Nov 2023,"$591,255","31 Anniversary Avenue, Wyndham Vale",4,2,2,387,House,Ray White - Werribee,Logan Edwards
03 Nov 2023,"$590,000","413 McGrath Road, Wyndham Vale",4,2,2,437,House,First National Westwood - Werribee,Mikhail Teklu
02 Nov 2023,"$501,000","35 Langdon Drive, Wyndham Vale",3,2,2,N/A,House,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
01 Nov 2023,"$605,000","35 Mermaid Crescent, Wyndham Vale",4,2,2,483,House,Hockingstuart Williamstown - WILLIAMSTOWN,Emily Bur
01 Nov 2023,"$587,000","12 Macquarie Drive, Wyndham Vale",3,2,6,653,House,Ray White - Werribee,Logan Edwards
01 Nov 2023,"$497,000","14 Farrier Road, Wyndham Vale",3,2,1,N/A,House,Eview Real Estate - SOUTH MELBOURNE,Dave Samarges
31 Oct 2023,"$672,000","18 Barrus Grove, Wyndham Vale",4,2,2,461,House,Ray White - Werribee,Michelle Chick
31 Oct 2023,"$655,000","12 Metcalfe Street, Eynesbury",4,2,2,577,House,Ray White - Melton,Martin Mintoff
30 Oct 2023,"$620,000","14 Wilton Close, Wyndham Vale",4,2,2,591,House,Ray White - Werribee,Robert Krnjeta
30 Oct 2023,"$425,000","20 Gala Avenue, Wyndham Vale",2,2,2,N/A,House,James Ferris Property - Werribee,James Ferris
26 Oct 2023,"$795,500","5 Smile Crescent, Wyndham Vale",4,2,6,448,House,Ray White - Werribee,lex Krnjeta
25 Oct 2023,"$585,000","36 Sedge Street, Mambourin",4,2,2,278,House,Eview Real Estate - SOUTH MELBOURNE,Dave Samarges
24 Oct 2023,"$640,000","7 Gunnersbury Road, Wyndham Vale",4,2,4,399,House,Ray White - Werribee,lex Krnjeta
24 Oct 2023,"$565,000","19 Chapman Drive, Wyndham Vale",3,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,Milan Neota
23 Oct 2023,"$682,500","14 Omar Street, Wyndham Vale",4,2,2,N/A,House,Eview Real Estate - SOUTH MELBOURNE,Dave Samarges
20 Oct 2023,"$460,000","14 Krohn Walk, Wyndham Vale",2,1,1,149,House,Equity Estate Agents - DEER PARK,Braeden Henry
18 Oct 2023,"$900,000","14 Cubbyhouse Road, Wyndham Vale",5,3,4,480,House,Ray White - Werribee,lex Krnjeta
18 Oct 2023,"$510,000","3 Lentara Crescent, Wyndham Vale",3,2,4,N/A,House,Ray White - Werribee,lex Krnjeta
17 Oct 2023,"$760,000","9 Benalla Avenue, Eynesbury",4,2,2,800,House,First National Melton - MELTON,Jade Carberry
17 Oct 2023,"$710,000","63 Ribblesdale Avenue, Wyndham Vale",4,2,2,590,House,YPA Wyndham City - WERRIBEE,James Christou
